"","id","value","year"
"945","MEX",100000,"1995"
"946","MNG",100,"1995"
"947","MNE",100,"1995"
"948","MAR",3600,"1995"
"949","MOZ",390000,"1995"
"950","MMR",87000,"1995"
"951","NAM",81000,"1995"
"952","NPL",7000,"1995"
"953","NLD",7900,"1995"
"954","NZL",NA,"1995"
"955","NIC",6900,"1995"
"956","NER",35000,"1995"
"957","NGA",1700000,"1995"
"958","NOR",NA,"1995"
"959","OMN",NA,"1995"
"960","PAK",100,"1995"
"961","PAN",10000,"1995"
"962","PNG",6800,"1995"
"963","PRY",3400,"1995"
"964","PER",80000,"1995"
"965","PHL",500,"1995"
"966","POL",NA,"1995"
"967","PRT",NA,"1995"
"968","QAT",100,"1995"
"969","KOR",NA,"1995"
"970","MDA",1600,"1995"
"971","ROU",8100,"1995"
"972","RUS",NA,"1995"
"973","RWA",140000,"1995"
"974","SAU",1400,"1995"
"975","SEN",16000,"1995"
"976","SRB",1300,"1995"
"977","SLE",14000,"1995"
"978","SGP",NA,"1995"
"979","SVK",200,"1995"
"980","SVN",200,"1995"
"981","SOM",12000,"1995"
"982","ZAF",1400000,"1995"
"983","SSD",18000,"1995"
"984","ESP",87000,"1995"
"985","LKA",500,"1995"
"986","SDN",7000,"1995"
"987","SUR",1900,"1995"
"988","SWZ",81000,"1995"
"989","SWE",4700,"1995"
"990","CHE",NA,"1995"
"991","SYR",NA,"1995"
"992","TJK",100,"1995"
"993","THA",650000,"1995"
"994","MKD",100,"1995"
"995","TLS",NA,"1995"
"996","TGO",68000,"1995"
"997","TTO",3700,"1995"
"998","TUN",200,"1995"
"999","TUR",NA,"1995"
"1000","TKM",NA,"1995"
"1001","UGA",1300000,"1995"
"1002","UKR",61000,"1995"
"1003","ARE",NA,"1995"
"1004","GBR",NA,"1995"
"1005","TZA",1300000,"1995"
"1006","USA",NA,"1995"
"1007","URY",3800,"1995"
"1008","UZB",NA,"1995"
"1009","VEN",24000,"1995"
"1010","VNM",22000,"1995"
"1011","YEM",1900,"1995"
"1012","ZMB",760000,"1995"
"1013","ZWE",1300000,"1995"
"1014","Total",18800000,"1995"
"1015","AFG",1300,"1996"
"1016","ALB",100,"1996"
"1017","DZA",2700,"1996"
"1018","AGO",48000,"1996"
"1019","ARG",60000,"1996"
"1020","ARM",200,"1996"
"1021","AUS",14000,"1996"
"1022","AUT",NA,"1996"
"1023","AZE",500,"1996"
"1024","BHS",4100,"1996"
"1025","BHR",200,"1996"
"1026","BGD",500,"1996"
"1027","BRB",1000,"1996"
"1028","BLR",200,"1996"
"1029","BEL",NA,"1996"
"1030","BLZ",200,"1996"
"1031","BEN",33000,"1996"
"1032","BTN",NA,"1996"
"1033","BOL",4200,"1996"
"1034","BIH",NA,"1996"
"1035","BWA",210000,"1996"
"1036","BRA",250000,"1996"
"1037","BRN",NA,"1996"
"1038","BGR",1000,"1996"
"1039","BFA",190000,"1996"
"1040","BDI",83000,"1996"
"1041","CPV",1900,"1996"
"1042","KHM",83000,"1996"
"1043","CMR",240000,"1996"
"1044","CAN",NA,"1996"
"1045","CAF",180000,"1996"
"1046","TCD",62000,"1996"
"1047","CHL",14000,"1996"
"1048","CHN",NA,"1996"
"1049","COL",79000,"1996"
"1050","COM",100,"1996"
"1051","COG",81000,"1996"
"1052","CRI",3200,"1996"
"1053","HRV",500,"1996"
"1054","CUB",1500,"1996"
"1055","CYP",NA,"1996"
"1056","CZE",500,"1996"
"1057","CIV",570000,"1996"
"1058","PRK",NA,"1996"
"1059","COD",480000,"1996"
"1060","DNK",NA,"1996"
"1061","DJI",5800,"1996"
"1062","DOM",91000,"1996"
"1063","ECU",18000,"1996"
"1064","EGY",1300,"1996"
"1065","SLV",15000,"1996"
"1066","GNQ",7400,"1996"
"1067","ERI",13000,"1996"
"1068","EST",NA,"1996"
"1069","ETH",1000000,"1996"
"1070","FJI",100,"1996"
"1071","FIN",NA,"1996"
"1072","FRA",85000,"1996"
"1073","GAB",29000,"1996"
"1074","GMB",3700,"1996"
"1075","GEO",1400,"1996"
"1076","DEU",NA,"1996"
"1077","GHA",410000,"1996"
"1078","GRC",NA,"1996"
"1079","GTM",4200,"1996"
"1080","GIN",81000,"1996"
"1081","GNB",7100,"1996"
"1082","GUY",1400,"1996"
"1083","HTI",160000,"1996"
"1084","HND",36000,"1996"
"1085","HUN",NA,"1996"
"1086","ISL",NA,"1996"
"1087","IND",1200000,"1996"
"1088","IDN",18000,"1996"
"1089","IRN",6500,"1996"
"1090","IRL",2200,"1996"
"1091","ISR",NA,"1996"
"1092","ITA",85000,"1996"
"1093","JAM",27000,"1996"
"1094","JPN",NA,"1996"
"1095","JOR",200,"1996"
"1096","KAZ",1700,"1996"
"1097","KEN",1600000,"1996"
"1098","KWT",100,"1996"
"1099","KGZ",500,"1996"
"1100","LAO",500,"1996"
"1101","LVA",5400,"1996"
"1102","LBN",1000,"1996"
"1103","LSO",130000,"1996"
"1104","LBR",55000,"1996"
"1105","LTU",1000,"1996"
"1106","LUX",NA,"1996"
"1107","MDG",8000,"1996"
"1108","MWI",790000,"1996"
"1109","MYS",81000,"1996"
"1110","MDV",NA,"1996"
"1111","MLI",78000,"1996"
"1112","MLT",100,"1996"
"1113","MRT",6100,"1996"
"1114","MEX",110000,"1996"
"1115","MNG",100,"1996"
"1116","MNE",100,"1996"
"1117","MAR",4300,"1996"
"1118","MOZ",480000,"1996"
"1119","MMR",100000,"1996"
"1120","NAM",100000,"1996"
"1121","NPL",11000,"1996"
"1122","NLD",8300,"1996"
"1123","NZL",NA,"1996"
"1124","NIC",7800,"1996"
"1125","NER",41000,"1996"
"1126","NGA",1900000,"1996"
"1127","NOR",NA,"1996"
"1128","OMN",NA,"1996"
"1129","PAK",200,"1996"
"1130","PAN",10000,"1996"
"1131","PNG",9400,"1996"
"1132","PRY",4100,"1996"
"1133","PER",80000,"1996"
"1134","PHL",500,"1996"
"1135","POL",NA,"1996"
"1136","PRT",NA,"1996"
"1137","QAT",100,"1996"
"1138","KOR",NA,"1996"
"1139","MDA",1900,"1996"
"1140","ROU",8200,"1996"
"1141","RUS",NA,"1996"
"1142","RWA",160000,"1996"
"1143","SAU",1600,"1996"
"1144","SEN",19000,"1996"
"1145","SRB",1300,"1996"
"1146","SLE",15000,"1996"
"1147","SGP",NA,"1996"
"1148","SVK",200,"1996"
"1149","SVN",500,"1996"
"1150","SOM",15000,"1996"
"1151","ZAF",1800000,"1996"
"1152","SSD",28000,"1996"
"1153","ESP",86000,"1996"
"1154","LKA",500,"1996"
"1155","SDN",8400,"1996"
"1156","SUR",2200,"1996"
"1157","SWZ",100000,"1996"
"1158","SWE",4900,"1996"
"1159","CHE",NA,"1996"
"1160","SYR",NA,"1996"
"1161","TJK",200,"1996"
"1162","THA",680000,"1996"
"1163","MKD",100,"1996"
"1164","TLS",NA,"1996"
"1165","TGO",79000,"1996"
"1166","TTO",4500,"1996"
"1167","TUN",200,"1996"
"1168","TUR",NA,"1996"
"1169","TKM",NA,"1996"
"1170","UGA",1300000,"1996"
"1171","UKR",85000,"1996"
"1172","ARE",NA,"1996"
"1173","GBR",NA,"1996"
"1174","TZA",1400000,"1996"
"1175","USA",NA,"1996"
"1176","URY",4500,"1996"
"1177","UZB",NA,"1996"
"1178","VEN",29000,"1996"
"1179","VNM",36000,"1996"
"1180","YEM",2200,"1996"
"1181","ZMB",820000,"1996"
"1182","ZWE",1400000,"1996"
"1183","Total",21000000,"1996"
"1184","AFG",1400,"1997"
"1185","ALB",100,"1997"
"1186","DZA",3000,"1997"
"1187","AGO",56000,"1997"
"1188","ARG",63000,"1997"
"1189","ARM",500,"1997"
"1190","AUS",14000,"1997"
"1191","AUT",NA,"1997"
"1192","AZE",1000,"1997"
"1193","BHS",4400,"1997"
"1194","BHR",200,"1997"
"1195","BGD",1000,"1997"
"1196","BRB",1000,"1997"
"1197","BLR",500,"1997"
"1198","BEL",NA,"1997"
"1199","BLZ",500,"1997"
"1200","BEN",38000,"1997"
"1201","BTN",NA,"1997"
"1202","BOL",6300,"1997"
"1203","BIH",NA,"1997"
"1204","BWA",240000,"1997"
"1205","BRA",280000,"1997"
"1206","BRN",NA,"1997"
"1207","BGR",1000,"1997"
"1208","BFA",190000,"1997"
"1209","BDI",96000,"1997"
"1210","CPV",2100,"1997"
"1211","KHM",97000,"1997"
"1212","CMR",280000,"1997"
"1213","CAN",NA,"1997"
"1214","CAF",190000,"1997"
"1215","TCD",68000,"1997"
"1216","CHL",15000,"1997"
"1217","CHN",NA,"1997"
"1218","COL",87000,"1997"
"1219","COM",100,"1997"
"1220","COG",82000,"1997"
"1221","CRI",3400,"1997"
"1222","HRV",500,"1997"
"1223","CUB",1800,"1997"
"1224","CYP",NA,"1997"
"1225","CZE",500,"1997"
"1226","CIV",610000,"1997"
"1227","PRK",NA,"1997"
"1228","COD",500000,"1997"
"1229","DNK",NA,"1997"
"1230","DJI",7200,"1997"
"1231","DOM",99000,"1997"
"1232","ECU",20000,"1997"
"1233","EGY",1500,"1997"
"1234","SLV",16000,"1997"
"1235","GNQ",8100,"1997"
"1236","ERI",15000,"1997"
"1237","EST",NA,"1997"
"1238","ETH",1100000,"1997"
"1239","FJI",100,"1997"
"1240","FIN",NA,"1997"
"1241","FRA",88000,"1997"
"1242","GAB",34000,"1997"
"1243","GMB",4900,"1997"
"1244","GEO",1500,"1997"
"1245","DEU",NA,"1997"
"1246","GHA",430000,"1997"
"1247","GRC",NA,"1997"
"1248","GTM",5900,"1997"
"1249","GIN",85000,"1997"
"1250","GNB",9400,"1997"
"1251","GUY",1800,"1997"
"1252","HTI",160000,"1997"
"1253","HND",37000,"1997"
"1254","HUN",NA,"1997"
"1255","ISL",NA,"1997"
"1256","IND",1400000,"1997"
"1257","IDN",29000,"1997"
"1258","IRN",8800,"1997"
"1259","IRL",2500,"1997"
"1260","ISR",NA,"1997"
"1261","ITA",89000,"1997"
"1262","JAM",28000,"1997"
"1263","JPN",NA,"1997"
"1264","JOR",200,"1997"
"1265","KAZ",2200,"1997"
"1266","KEN",1700000,"1997"
"1267","KWT",100,"1997"
"1268","KGZ",1000,"1997"
"1269","LAO",500,"1997"
"1270","LVA",5700,"1997"
"1271","LBN",1000,"1997"
"1272","LSO",160000,"1997"
"1273","LBR",61000,"1997"
"1274","LTU",1000,"1997"
"1275","LUX",NA,"1997"
"1276","MDG",10000,"1997"
"1277","MWI",840000,"1997"
"1278","MYS",88000,"1997"
"1279","MDV",NA,"1997"
"1280","MLI",84000,"1997"
"1281","MLT",100,"1997"
"1282","MRT",7400,"1997"
"1283","MEX",110000,"1997"
"1284","MNG",100,"1997"
"1285","MNE",100,"1997"
"1286","MAR",5100,"1997"
"1287","MOZ",570000,"1997"
"1288","MMR",120000,"1997"
"1289","NAM",120000,"1997"
"1290","NPL",15000,"1997"
"1291","NLD",9000,"1997"
"1292","NZL",NA,"1997"
"1293","NIC",8500,"1997"
"1294","NER",47000,"1997"
"1295","NGA",2100000,"1997"
"1296","NOR",NA,"1997"
"1297","OMN",NA,"1997"
"1298","PAK",200,"1997"
"1299","PAN",11000,"1997"
"1300","PNG",12000,"1997"
"1301","PRY",4900,"1997"
"1302","PER",79000,"1997"
"1303","PHL",500,"1997"
"1304","POL",NA,"1997"
"1305","PRT",NA,"1997"
"1306","QAT",100,"1997"
"1307","KOR",NA,"1997"
"1308","MDA",2900,"1997"
"1309","ROU",8300,"1997"
"1310","RUS",NA,"1997"
"1311","RWA",180000,"1997"
"1312","SAU",1900,"1997"
"1313","SEN",22000,"1997"
"1314","SRB",1300,"1997"
"1315","SLE",17000,"1997"
"1316","SGP",NA,"1997"
"1317","SVK",200,"1997"
"1318","SVN",500,"1997"
"1319","SOM",17000,"1997"
"1320","ZAF",2300000,"1997"
"1321","SSD",40000,"1997"
"1322","ESP",88000,"1997"
"1323","LKA",500,"1997"
"1324","SDN",9800,"1997"
"1325","SUR",2600,"1997"
"1326","SWZ",120000,"1997"
"1327","SWE",5100,"1997"
"1328","CHE",NA,"1997"
"1329","SYR",NA,"1997"
"1330","TJK",500,"1997"
"1331","THA",690000,"1997"
"1332","MKD",100,"1997"
"1333","TLS",NA,"1997"
"1334","TGO",90000,"1997"
"1335","TTO",5300,"1997"
"1336","TUN",500,"1997"
"1337","TUR",NA,"1997"
"1338","TKM",NA,"1997"
"1339","UGA",1200000,"1997"
"1340","UKR",110000,"1997"
"1341","ARE",NA,"1997"
"1342","GBR",NA,"1997"
"1343","TZA",1400000,"1997"
"1344","USA",NA,"1997"
"1345","URY",5200,"1997"
"1346","UZB",NA,"1997"
"1347","VEN",34000,"1997"
"1348","VNM",53000,"1997"
"1349","YEM",2300,"1997"
"1350","ZMB",860000,"1997"
"1351","ZWE",1500000,"1997"
"1352","Total",23000000,"1997"
"1353","AFG",1600,"1998"
"1354","ALB",100,"1998"
"1355","DZA",3300,"1998"
"1356","AGO",64000,"1998"
"1357","ARG",66000,"1998"
"1358","ARM",1000,"1998"
"1359","AUS",14000,"1998"
"1360","AUT",NA,"1998"
"1361","AZE",1000,"1998"
"1362","BHS",4700,"1998"
"1363","BHR",200,"1998"
"1364","BGD",1000,"1998"
"1365","BRB",1000,"1998"
"1366","BLR",500,"1998"
"1367","BEL",NA,"1998"
"1368","BLZ",500,"1998"
"1369","BEN",43000,"1998"
"1370","BTN",NA,"1998"
"1371","BOL",8100,"1998"
"1372","BIH",NA,"1998"
"1373","BWA",260000,"1998"
"1374","BRA",300000,"1998"
"1375","BRN",NA,"1998"
"1376","BGR",1000,"1998"
"1377","BFA",180000,"1998"
"1378","BDI",110000,"1998"
"1379","CPV",2200,"1998"
"1380","KHM",100000,"1998"
"1381","CMR",320000,"1998"
"1382","CAN",NA,"1998"
"1383","CAF",200000,"1998"
"1384","TCD",74000,"1998"
"1385","CHL",17000,"1998"
"1386","CHN",NA,"1998"
"1387","COL",94000,"1998"
"1388","COM",100,"1998"
"1389","COG",82000,"1998"
"1390","CRI",3700,"1998"
"1391","HRV",500,"1998"
"1392","CUB",2000,"1998"
"1393","CYP",NA,"1998"
"1394","CZE",500,"1998"
"1395","CIV",640000,"1998"
"1396","PRK",NA,"1998"
"1397","COD",510000,"1998"
"1398","DNK",NA,"1998"
"1399","DJI",8700,"1998"
"1400","DOM",100000,"1998"
"1401","ECU",21000,"1998"
"1402","EGY",1600,"1998"
"1403","SLV",17000,"1998"
"1404","GNQ",9000,"1998"
"1405","ERI",17000,"1998"
"1406","EST",NA,"1998"
"1407","ETH",1100000,"1998"
"1408","FJI",100,"1998"
"1409","FIN",NA,"1998"
"1410","FRA",92000,"1998"
"1411","GAB",39000,"1998"
"1412","GMB",6200,"1998"
"1413","GEO",1700,"1998"
"1414","DEU",NA,"1998"
"1415","GHA",450000,"1998"
"1416","GRC",NA,"1998"
"1417","GTM",8100,"1998"
"1418","GIN",88000,"1998"
"1419","GNB",12000,"1998"
"1420","GUY",2300,"1998"
"1421","HTI",150000,"1998"
"1422","HND",37000,"1998"
"1423","HUN",NA,"1998"
"1424","ISL",NA,"1998"
"1425","IND",1700000,"1998"
"1426","IDN",42000,"1998"
"1427","IRN",12000,"1998"
"1428","IRL",2700,"1998"
"1429","ISR",NA,"1998"
"1430","ITA",93000,"1998"
"1431","JAM",30000,"1998"
"1432","JPN",NA,"1998"
"1433","JOR",200,"1998"
"1434","KAZ",2700,"1998"
"1435","KEN",1800000,"1998"
"1436","KWT",100,"1998"
"1437","KGZ",1000,"1998"
"1438","LAO",1000,"1998"
"1439","LVA",6000,"1998"
"1440","LBN",1000,"1998"
"1441","LSO",180000,"1998"
"1442","LBR",65000,"1998"
"1443","LTU",1000,"1998"
"1444","LUX",NA,"1998"
"1445","MDG",12000,"1998"
"1446","MWI",880000,"1998"
"1447","MYS",93000,"1998"
"1448","MDV",NA,"1998"
"1449","MLI",89000,"1998"
"1450","MLT",100,"1998"
"1451","MRT",8800,"1998"
"1452","MEX",120000,"1998"
"1453","MNG",100,"1998"
"1454","MNE",100,"1998"
"1455","MAR",6000,"1998"
"1456","MOZ",680000,"1998"
"1457","MMR",140000,"1998"
"1458","NAM",140000,"1998"
"1459","NPL",19000,"1998"
"1460","NLD",9900,"1998"
"1461","NZL",NA,"1998"
"1462","NIC",9200,"1998"
"1463","NER",53000,"1998"
"1464","NGA",2300000,"1998"
"1465","NOR",NA,"1998"
"1466","OMN",NA,"1998"
"1467","PAK",500,"1998"
"1468","PAN",11000,"1998"
"1469","PNG",16000,"1998"
"1470","PRY",5700,"1998"
"1471","PER",79000,"1998"
"1472","PHL",1000,"1998"
"1473","POL",NA,"1998"
"1474","PRT",NA,"1998"
"1475","QAT",100,"1998"
"1476","KOR",NA,"1998"
"1477","MDA",3700,"1998"
"1478","ROU",8500,"1998"
"1479","RUS",NA,"1998"
"1480","RWA",200000,"1998"
"1481","SAU",2200,"1998"
"1482","SEN",26000,"1998"
"1483","SRB",1200,"1998"
"1484","SLE",19000,"1998"
"1485","SGP",NA,"1998"
"1486","SVK",200,"1998"
"1487","SVN",500,"1998"
"1488","SOM",20000,"1998"
"1489","ZAF",2800000,"1998"
"1490","SSD",55000,"1998"
"1491","ESP",91000,"1998"
"1492","LKA",500,"1998"
"1493","SDN",11000,"1998"
"1494","SUR",2900,"1998"
"1495","SWZ",130000,"1998"
"1496","SWE",5300,"1998"
"1497","CHE",NA,"1998"
"1498","SYR",NA,"1998"
"1499","TJK",500,"1998"
"1500","THA",700000,"1998"
"1501","MKD",100,"1998"
"1502","TLS",NA,"1998"
"1503","TGO",99000,"1998"
"1504","TTO",6000,"1998"
"1505","TUN",500,"1998"
"1506","TUR",NA,"1998"
"1507","TKM",NA,"1998"
"1508","UGA",1200000,"1998"
"1509","UKR",130000,"1998"
"1510","ARE",NA,"1998"
"1511","GBR",NA,"1998"
"1512","TZA",1500000,"1998"
"1513","USA",NA,"1998"
"1514","URY",6000,"1998"
"1515","UZB",NA,"1998"
"1516","VEN",39000,"1998"
"1517","VNM",72000,"1998"
"1518","YEM",2500,"1998"
"1519","ZMB",890000,"1998"
"1520","ZWE",1500000,"1998"
"1521","Total",24800000,"1998"
"1522","AFG",1700,"1999"
"1523","ALB",200,"1999"
"1524","DZA",3700,"1999"
"1525","AGO",74000,"1999"
"1526","ARG",69000,"1999"
"1527","ARM",1000,"1999"
"1528","AUS",14000,"1999"
"1529","AUT",NA,"1999"
"1530","AZE",1100,"1999"
"1531","BHS",4900,"1999"
"1532","BHR",200,"1999"
"1533","BGD",1000,"1999"
"1534","BRB",1000,"1999"
"1535","BLR",1000,"1999"
"1536","BEL",NA,"1999"
"1537","BLZ",1000,"1999"
"1538","BEN",47000,"1999"
"1539","BTN",NA,"1999"
"1540","BOL",9800,"1999"
"1541","BIH",NA,"1999"
"1542","BWA",280000,"1999"
"1543","BRA",320000,"1999"
"1544","BRN",NA,"1999"
"1545","BGR",1000,"1999"
"1546","BFA",170000,"1999"
"1547","BDI",110000,"1999"
"1548","CPV",2300,"1999"
"1549","KHM",110000,"1999"
"1550","CMR",360000,"1999"
"1551","CAN",NA,"1999"
"1552","CAF",200000,"1999"
"1553","TCD",80000,"1999"
"1554","CHL",18000,"1999"
"1555","CHN",NA,"1999"
"1556","COL",100000,"1999"
"1557","COM",100,"1999"
"1558","COG",80000,"1999"
"1559","CRI",4100,"1999"
"1560","HRV",500,"1999"
"1561","CUB",2300,"1999"
"1562","CYP",NA,"1999"
"1563","CZE",500,"1999"
"1564","CIV",660000,"1999"
"1565","PRK",NA,"1999"
"1566","COD",530000,"1999"
"1567","DNK",NA,"1999"
"1568","DJI",10000,"1999"
"1569","DOM",110000,"1999"
"1570","ECU",21000,"1999"
"1571","EGY",1800,"1999"
"1572","SLV",18000,"1999"
"1573","GNQ",9900,"1999"
"1574","ERI",18000,"1999"
"1575","EST",NA,"1999"
"1576","ETH",1100000,"1999"
"1577","FJI",100,"1999"
"1578","FIN",NA,"1999"
"1579","FRA",96000,"1999"
"1580","GAB",43000,"1999"
"1581","GMB",7600,"1999"
"1582","GEO",2000,"1999"
"1583","DEU",NA,"1999"
"1584","GHA",450000,"1999"
"1585","GRC",NA,"1999"
"1586","GTM",11000,"1999"
"1587","GIN",90000,"1999"
"1588","GNB",15000,"1999"
"1589","GUY",2800,"1999"
"1590","HTI",150000,"1999"
"1591","HND",37000,"1999"
"1592","HUN",NA,"1999"
"1593","ISL",NA,"1999"
"1594","IND",1900000,"1999"
"1595","IDN",59000,"1999"
"1596","IRN",15000,"1999"
"1597","IRL",3000,"1999"
"1598","ISR",NA,"1999"
"1599","ITA",98000,"1999"
"1600","JAM",30000,"1999"
"1601","JPN",NA,"1999"
"1602","JOR",200,"1999"
"1603","KAZ",3300,"1999"
"1604","KEN",1800000,"1999"
"1605","KWT",100,"1999"
"1606","KGZ",1100,"1999"
"1607","LAO",1100,"1999"
"1608","LVA",6200,"1999"
"1609","LBN",1000,"1999"
"1610","LSO",200000,"1999"
"1611","LBR",68000,"1999"
"1612","LTU",1000,"1999"
"1613","LUX",NA,"1999"
"1614","MDG",14000,"1999"
"1615","MWI",910000,"1999"
"1616","MYS",98000,"1999"
"1617","MDV",NA,"1999"
"1618","MLI",94000,"1999"
"1619","MLT",100,"1999"
"1620","MRT",10000,"1999"
"1621","MEX",120000,"1999"
"1622","MNG",100,"1999"
"1623","MNE",100,"1999"
"1624","MAR",7100,"1999"
"1625","MOZ",790000,"1999"
"1626","MMR",170000,"1999"
"1627","NAM",160000,"1999"
"1628","NPL",23000,"1999"
"1629","NLD",11000,"1999"
"1630","NZL",NA,"1999"
"1631","NIC",9800,"1999"
"1632","NER",58000,"1999"
"1633","NGA",2600000,"1999"
"1634","NOR",NA,"1999"
"1635","OMN",NA,"1999"
"1636","PAK",500,"1999"
"1637","PAN",11000,"1999"
"1638","PNG",19000,"1999"
"1639","PRY",6400,"1999"
"1640","PER",78000,"1999"
"1641","PHL",1000,"1999"
"1642","POL",NA,"1999"
"1643","PRT",NA,"1999"
"1644","QAT",100,"1999"
"1645","KOR",NA,"1999"
"1646","MDA",4000,"1999"
"1647","ROU",8600,"1999"
"1648","RUS",NA,"1999"
"1649","RWA",210000,"1999"
"1650","SAU",2500,"1999"
"1651","SEN",30000,"1999"
"1652","SRB",1200,"1999"
"1653","SLE",21000,"1999"
"1654","SGP",NA,"1999"
"1655","SVK",200,"1999"
"1656","SVN",500,"1999"
"1657","SOM",22000,"1999"
"1658","ZAF",3200000,"1999"
"1659","SSD",71000,"1999"
"1660","ESP",93000,"1999"
"1661","LKA",500,"1999"
"1662","SDN",13000,"1999"
"1663","SUR",3200,"1999"
"1664","SWZ",150000,"1999"
"1665","SWE",5500,"1999"
"1666","CHE",NA,"1999"
"1667","SYR",NA,"1999"
"1668","TJK",1000,"1999"
"1669","THA",690000,"1999"
"1670","MKD",100,"1999"
"1671","TLS",NA,"1999"
"1672","TGO",110000,"1999"
"1673","TTO",6700,"1999"
"1674","TUN",500,"1999"
"1675","TUR",NA,"1999"
"1676","TKM",NA,"1999"
"1677","UGA",1200000,"1999"
"1678","UKR",150000,"1999"
"1679","ARE",NA,"1999"
"1680","GBR",NA,"1999"
"1681","TZA",1500000,"1999"
"1682","USA",NA,"1999"
"1683","URY",6800,"1999"
"1684","UZB",NA,"1999"
"1685","VEN",44000,"1999"
"1686","VNM",92000,"1999"
"1687","YEM",2700,"1999"
"1688","ZMB",920000,"1999"
"1689","ZWE",1500000,"1999"
"1690","Total",26400000,"1999"
"1691","AFG",1900,"2000"
"1692","ALB",200,"2000"
"1693","DZA",4100,"2000"
"1694","AGO",84000,"2000"
"1695","ARG",72000,"2000"
"1696","ARM",1400,"2000"
"1697","AUS",15000,"2000"
"1698","AUT",NA,"2000"
"1699","AZE",1500,"2000"
"1700","BHS",5100,"2000"
"1701","BHR",200,"2000"
"1702","BGD",1400,"2000"
"1703","BRB",1100,"2000"
"1704","BLR",1000,"2000"
"1705","BEL",NA,"2000"
"1706","BLZ",1000,"2000"
"1707","BEN",50000,"2000"
"1708","BTN",NA,"2000"
"1709","BOL",11000,"2000"
"1710","BIH",NA,"2000"
"1711","BWA",290000,"2000"
"1712","BRA",350000,"2000"
"1713","BRN",NA,"2000"
"1714","BGR",1000,"2000"
"1715","BFA",170000,"2000"
"1716","BDI",120000,"2000"
"1717","CPV",2400,"2000"
"1718","KHM",110000,"2000"
"1719","CMR",400000,"2000"
"1720","CAN",NA,"2000"
"1721","CAF",200000,"2000"
"1722","TCD",85000,"2000"
"1723","CHL",19000,"2000"
"1724","CHN",NA,"2000"
"1725","COL",100000,"2000"
"1726","COM",100,"2000"
"1727","COG",78000,"2000"
"1728","CRI",4400,"2000"
"1729","HRV",500,"2000"
"1730","CUB",2700,"2000"
"1731","CYP",NA,"2000"
"1732","CZE",1000,"2000"
"1733","CIV",670000,"2000"
"1734","PRK",NA,"2000"
"1735","COD",540000,"2000"
"1736","DNK",NA,"2000"
"1737","DJI",11000,"2000"
"1738","DOM",110000,"2000"
"1739","ECU",21000,"2000"
"1740","EGY",2000,"2000"
"1741","SLV",19000,"2000"
"1742","GNQ",11000,"2000"
"1743","ERI",20000,"2000"
"1744","EST",NA,"2000"
"1745","ETH",1100000,"2000"
"1746","FJI",200,"2000"
"1747","FIN",NA,"2000"
"1748","FRA",100000,"2000"
"1749","GAB",47000,"2000"
"1750","GMB",9100,"2000"
"1751","GEO",2200,"2000"
"1752","DEU",NA,"2000"
"1753","GHA",450000,"2000"
"1754","GRC",NA,"2000"
"1755","GTM",13000,"2000"
"1756","GIN",92000,"2000"
"1757","GNB",19000,"2000"
"1758","GUY",3300,"2000"
"1759","HTI",150000,"2000"
"1760","HND",36000,"2000"
"1761","HUN",NA,"2000"
"1762","ISL",NA,"2000"
"1763","IND",2000000,"2000"
"1764","IDN",80000,"2000"
"1765","IRN",20000,"2000"
"1766","IRL",3200,"2000"
"1767","ISR",NA,"2000"
"1768","ITA",100000,"2000"
"1769","JAM",31000,"2000"
"1770","JPN",NA,"2000"
"1771","JOR",200,"2000"
"1772","KAZ",4000,"2000"
"1773","KEN",1800000,"2000"
"1774","KWT",100,"2000"
"1775","KGZ",1400,"2000"
"1776","LAO",1700,"2000"
"1777","LVA",6400,"2000"
"1778","LBN",1000,"2000"
"1779","LSO",210000,"2000"
"1780","LBR",67000,"2000"
"1781","LTU",1100,"2000"
"1782","LUX",NA,"2000"
"1783","MDG",16000,"2000"
"1784","MWI",930000,"2000"
"1785","MYS",100000,"2000"
"1786","MDV",NA,"2000"
"1787","MLI",99000,"2000"
"1788","MLT",100,"2000"
"1789","MRT",11000,"2000"
"1790","MEX",130000,"2000"
"1791","MNG",100,"2000"
"1792","MNE",100,"2000"
"1793","MAR",8100,"2000"
"1794","MOZ",900000,"2000"
"1795","MMR",190000,"2000"
"1796","NAM",170000,"2000"
"1797","NPL",27000,"2000"
"1798","NLD",12000,"2000"
"1799","NZL",NA,"2000"
"1800","NIC",10000,"2000"
"1801","NER",62000,"2000"
"1802","NGA",2700000,"2000"
"1803","NOR",NA,"2000"
"1804","OMN",NA,"2000"
"1805","PAK",500,"2000"
"1806","PAN",11000,"2000"
"1807","PNG",23000,"2000"
"1808","PRY",7300,"2000"
"1809","PER",77000,"2000"
"1810","PHL",1100,"2000"
"1811","POL",NA,"2000"
"1812","PRT",NA,"2000"
"1813","QAT",100,"2000"
"1814","KOR",NA,"2000"
"1815","MDA",4300,"2000"
"1816","ROU",8700,"2000"
"1817","RUS",NA,"2000"
"1818","RWA",220000,"2000"
"1819","SAU",2800,"2000"
"1820","SEN",33000,"2000"
"1821","SRB",1200,"2000"
"1822","SLE",24000,"2000"
"1823","SGP",NA,"2000"
"1824","SVK",200,"2000"
"1825","SVN",500,"2000"
"1826","SOM",24000,"2000"
"1827","ZAF",3600000,"2000"
